raceId,driverId,session,position,bestLapTime,laps
1155,872,FP2,13,0 days 00:01:05.547000,34
1155,842,FP2,14,0 days 00:01:05.613000,36
1155,839,FP2,15,0 days 00:01:05.698000,31
1155,848,FP2,16,0 days 00:01:05.765000,37
1155,832,FP2,17,0 days 00:01:05.814000,37
1155,860,FP2,18,0 days 00:01:05.835000,35
1155,807,FP2,19,0 days 00:01:05.918000,35
1155,861,FP2,20,0 days 00:01:06.176000,34
1155,846,FP3,1,0 days 00:01:04.324000,21
1155,857,FP3,2,0 days 00:01:04.442000,20
1155,830,FP3,3,0 days 00:01:04.534000,28
1155,844,FP3,4,0 days 00:01:04.574000,20
1155,1,FP3,5,0 days 00:01:04.790000,23
1155,847,FP3,6,0 days 00:01:05.018000,18
1155,863,FP3,7,0 days 00:01:05.053000,18
1155,840,FP3,8,0 days 00:01:05.062000,20
1155,852,FP3,9,0 days 00:01:05.139000,17
1155,866,FP3,10,0 days 00:01:05.182000,18
1155,859,FP3,11,0 days 00:01:05.182000,19
1155,4,FP3,12,0 days 00:01:05.243000,21
1155,807,FP3,13,0 days 00:01:05.283000,18
1155,848,FP3,14,0 days 00:01:05.314000,22
1155,832,FP3,15,0 days 00:01:05.326000,21
1155,842,FP3,16,0 days 00:01:05.366000,26
1155,860,FP3,17,0 days 00:01:05.366000,21
1155,839,FP3,18,0 days 00:01:05.519000,21
1155,861,FP3,19,0 days 00:01:05.546000,26
1155,872,FP3,20,0 days 00:01:06.023000,18
1156,1,FP1,1,0 days 00:01:26.892000,26
1156,846,FP1,2,0 days 00:01:26.915000,26
1156,857,FP1,3,0 days 00:01:27.042000,28
1156,844,FP1,4,0 days 00:01:27.095000,26
1156,847,FP1,5,0 days 00:01:27.163000,25
1156,872,FP1,6,0 days 00:01:27.217000,28
1156,848,FP1,7,0 days 00:01:27.304000,30
1156,859,FP1,8,0 days 00:01:27.351000,27
1156,863,FP1,9,0 days 00:01:27.367000,25
1156,830,FP1,10,0 days 00:01:27.432000,26
1156,4,FP1,11,0 days 00:01:27.678000,24
1156,840,FP1,12,0 days 00:01:27.844000,22
1156,832,FP1,13,0 days 00:01:27.909000,26
1156,876,FP1,14,0 days 00:01:27.958000,22
1156,839,FP1,15,0 days 00:01:28.057000,23
1156,861,FP1,16,0 days 00:01:28.086000,27
1156,860,FP1,17,0 days 00:01:28.147000,24
1156,842,FP1,18,0 days 00:01:28.332000,23
1156,866,FP1,19,0 days 00:01:28.397000,23
1156,846,FP2,1,0 days 00:01:25.816000,26
1156,844,FP2,2,0 days 00:01:26.038000,29
1156,1,FP2,3,0 days 00:01:26.117000,29
1156,857,FP2,4,0 days 00:01:26.286000,27
1156,830,FP2,5,0 days 00:01:26.314000,23
1156,863,FP2,6,0 days 00:01:26.383000,28
1156,840,FP2,7,0 days 00:01:26.430000,24
1156,847,FP2,8,0 days 00:01:26.523000,27
1156,872,FP2,9,0 days 00:01:26.524000,27
1156,859,FP2,10,0 days 00:01:26.624000,28
1156,848,FP2,11,0 days 00:01:26.840000,30
1156,4,FP2,12,0 days 00:01:26.876000,24
1156,866,FP2,13,0 days 00:01:26.904000,27
1156,839,FP2,14,0 days 00:01:26.941000,26
1156,852,FP2,15,0 days 00:01:26.980000,25
1156,832,FP2,16,0 days 00:01:27.159000,27
1156,807,FP2,17,0 days 00:01:27.165000,29
1156,842,FP2,18,0 days 00:01:27.174000,24
1156,860,FP2,19,0 days 00:01:27.226000,27
1156,861,FP2,20,0 days 00:01:27.289000,29
1156,844,FP3,1,0 days 00:01:25.498000,14
1156,857,FP3,2,0 days 00:01:25.566000,14
1156,830,FP3,3,0 days 00:01:25.585000,13
1156,846,FP3,4,0 days 00:01:25.606000,16
1156,852,FP3,5,0 days 00:01:26.104000,13
1156,860,FP3,6,0 days 00:01:26.112000,12
1156,848,FP3,7,0 days 00:01:26.119000,15
1156,847,FP3,8,0 days 00:01:26.125000,13
1156,872,FP3,9,0 days 00:01:26.129000,14
1156,859,FP3,10,0 days 00:01:26.256000,14
1156,1,FP3,11,0 days 00:01:26.332000,17
1156,832,FP3,12,0 days 00:01:26.332000,16
1156,839,FP3,13,0 days 00:01:26.377000,12
1156,863,FP3,14,0 days 00:01:26.422000,11
1156,807,FP3,15,0 days 00:01:26.499000,18
1156,866,FP3,16,0 days 00:01:26.501000,14
1156,4,FP3,17,0 days 00:01:26.894000,16
1156,861,FP3,18,0 days 00:01:27.597000,14
1156,840,FP3,19,0 days 00:01:27.600000,14
1156,842,FP3,20,0 days 00:01:27.878000,16
1157,857,FP1,1,0 days 00:01:42.022000,23
1157,830,FP1,2,0 days 00:01:42.426000,23
1157,846,FP1,3,0 days 00:01:42.526000,22
1157,847,FP1,4,0 days 00:01:42.598000,27
1157,844,FP1,5,0 days 00:01:42.928000,22
1157,863,FP1,6,0 days 00:01:42.979000,23
1157,1,FP1,7,0 days 00:01:43.085000,24
1157,840,FP1,8,0 days 00:01:43.112000,17
1157,4,FP1,9,0 days 00:01:43.120000,22
1157,872,FP1,10,0 days 00:01:43.122000,19
1157,832,FP1,11,0 days 00:01:43.217000,16
1157,848,FP1,12,0 days 00:01:43.261000,24
1157,866,FP1,13,0 days 00:01:43.262000,25
1157,807,FP1,14,0 days 00:01:43.470000,20
1157,859,FP1,15,0 days 00:01:43.478000,21
1157,839,FP1,16,0 days 00:01:43.570000,22
1157,842,FP1,17,0 days 00:01:43.929000,21
1157,852,FP1,18,0 days 00:01:44.492000,23
1157,861,FP1,19,0 days 00:01:44.847000,21
1157,860,FP1,20,0 days 00:01:45.077000,22
1158,846,FP1,1,0 days 00:01:16.052000,26
1158,857,FP1,2,0 days 00:01:16.071000,30
1158,844,FP1,3,0 days 00:01:16.269000,28
1158,872,FP1,4,0 days 00:01:16.681000,31
1158,1,FP1,5,0 days 00:01:16.734000,28
1158,860,FP1,6,0 days 00:01:16.878000,26
1158,863,FP1,7,0 days 00:01:16.880000,26
1158,847,FP1,8,0 days 00:01:16.925000,26
1158,830,FP1,9,0 days 00:01:16.940000,25
1158,840,FP1,10,0 days 00:01:16.958000,25
1158,848,FP1,11,0 days 00:01:16.984000,28
1158,839,FP1,12,0 days 00:01:17.004000,26
1158,842,FP1,13,0 days 00:01:17.123000,27
1158,859,FP1,14,0 days 00:01:17.184000,29
1158,832,FP1,15,0 days 00:01:17.195000,31
1158,852,FP1,16,0 days 00:01:17.393000,27
1158,861,FP1,17,0 days 00:01:17.464000,29
1158,866,FP1,18,0 days 00:01:17.652000,17
1158,846,FP2,1,0 days 00:01:15.624000,27
1158,857,FP2,2,0 days 00:01:15.915000,30
1158,844,FP2,3,0 days 00:01:16.023000,28
1158,840,FP2,4,0 days 00:01:16.119000,28
1158,4,FP2,5,0 days 00:01:16.233000,25
1158,1,FP2,6,0 days 00:01:16.329000,28
1158,847,FP2,7,0 days 00:01:16.417000,27
1158,872,FP2,8,0 days 00:01:16.427000,30
1158,852,FP2,9,0 days 00:01:16.485000,30
1158,863,FP2,10,0 days 00:01:16.520000,26
1158,860,FP2,11,0 days 00:01:16.567000,27
1158,807,FP2,12,0 days 00:01:16.680000,31
1158,839,FP2,13,0 days 00:01:16.704000,29
1158,830,FP2,14,0 days 00:01:16.791000,25
1158,859,FP2,15,0 days 00:01:16.812000,29
1158,832,FP2,16,0 days 00:01:16.874000,32
1158,866,FP2,17,0 days 00:01:16.946000,29
1158,848,FP2,18,0 days 00:01:17.021000,30
1158,842,FP2,19,0 days 00:01:17.043000,25
1158,861,FP2,20,0 days 00:01:17.159000,29
1158,857,FP3,1,0 days 00:01:14.916000,17
1158,846,FP3,2,0 days 00:01:14.948000,20
1158,844,FP3,3,0 days 00:01:15.315000,17
1158,1,FP3,4,0 days 00:01:15.684000,18
1158,863,FP3,5,0 days 00:01:15.745000,18
1158,4,FP3,6,0 days 00:01:15.794000,18
1158,840,FP3,7,0 days 00:01:15.828000,21
1158,847,FP3,8,0 days 00:01:15.840000,17
1158,866,FP3,9,0 days 00:01:15.978000,19
1158,807,FP3,10,0 days 00:01:16.025000,21
1158,860,FP3,11,0 days 00:01:16.127000,17
1158,830,FP3,12,0 days 00:01:16.162000,19
1158,861,FP3,13,0 days 00:01:16.247000,21
1158,859,FP3,14,0 days 00:01:16.371000,21
1158,832,FP3,15,0 days 00:01:16.442000,19
1158,848,FP3,16,0 days 00:01:16.530000,20
1158,839,FP3,17,0 days 00:01:16.531000,18
1158,842,FP3,18,0 days 00:01:16.570000,22
1158,852,FP3,19,0 days 00:01:16.878000,19
1158,872,FP3,20,0 days 00:01:16.956000,18
1159,846,FP1,1,0 days 00:01:10.278000,35
1159,857,FP1,2,0 days 00:01:10.570000,32
1159,840,FP1,3,0 days 00:01:10.779000,25
1159,4,FP1,4,0 days 00:01:10.841000,25
1159,848,FP1,5,0 days 00:01:11.171000,33
1159,830,FP1,6,0 days 00:01:11.218000,23
1159,847,FP1,7,0 days 00:01:11.386000,29
1159,832,FP1,8,0 days 00:01:11.458000,33
1159,866,FP1,9,0 days 00:01:11.509000,30
1159,842,FP1,10,0 days 00:01:11.613000,30
1159,859,FP1,11,0 days 00:01:11.753000,29
1159,872,FP1,12,0 days 00:01:11.772000,30
1159,807,FP1,13,0 days 00:01:11.875000,30
1159,844,FP1,14,0 days 00:01:11.951000,32
1159,1,FP1,15,0 days 00:01:11.960000,28
1159,852,FP1,16,0 days 00:01:12.126000,24
1159,839,FP1,17,0 days 00:01:12.144000,29
1159,861,FP1,18,0 days 00:01:12.276000,27
1159,860,FP1,19,0 days 00:01:12.564000,30
1159,863,FP1,20,0 days 00:01:14.275000,6
1159,846,FP2,1,0 days 00:01:09.890000,28
1159,4,FP2,2,0 days 00:01:09.977000,20
1159,857,FP2,3,0 days 00:01:09.979000,29
1159,847,FP2,4,0 days 00:01:10.274000,25
1159,830,FP2,5,0 days 00:01:10.478000,23
1159,1,FP2,6,0 days 00:01:10.738000,22
1159,852,FP2,7,0 days 00:01:10.795000,26
1159,844,FP2,8,0 days 00:01:10.834000,23
1159,861,FP2,9,0 days 00:01:10.957000,26
1159,807,FP2,10,0 days 00:01:11.080000,25
1159,860,FP2,11,0 days 00:01:11.113000,26
1159,863,FP2,12,0 days 00:01:11.185000,21
1159,866,FP2,13,0 days 00:01:11.320000,25
1159,859,FP2,14,0 days 00:01:11.339000,25
1159,839,FP2,15,0 days 00:01:11.361000,23
1159,832,FP2,16,0 days 00:01:11.682000,30
1159,848,FP2,17,0 days 00:01:11.756000,16
1159,840,FP2,18,0 days 00:01:11.975000,7
1159,842,FP2,19,0 days 00:01:12.122000,28
1159,846,FP3,1,0 days 00:01:08.972000,16
1159,857,FP3,2,0 days 00:01:09.214000,15
1159,847,FP3,3,0 days 00:01:09.858000,17
1159,832,FP3,4,0 days 00:01:09.913000,23
1159,830,FP3,5,0 days 00:01:09.925000,20
1159,844,FP3,6,0 days 00:01:09.938000,23
1159,848,FP3,7,0 days 00:01:10.099000,22
1159,840,FP3,8,0 days 00:01:10.103000,24
1159,872,FP3,9,0 days 00:01:10.166000,21
1159,4,FP3,10,0 days 00:01:10.232000,20
1159,859,FP3,11,0 days 00:01:10.300000,17
1159,852,FP3,12,0 days 00:01:10.349000,19
1159,866,FP3,13,0 days 00:01:10.361000,21
1159,1,FP3,14,0 days 00:01:10.373000,20
1159,860,FP3,15,0 days 00:01:10.595000,19
1159,807,FP3,16,0 days 00:01:10.599000,24
1159,863,FP3,17,0 days 00:01:10.697000,31
1159,839,FP3,18,0 days 00:01:10.801000,18
1159,842,FP3,19,0 days 00:01:10.963000,24
1159,861,FP3,20,0 days 00:01:11.054000,21
1160,1,FP1,1,0 days 00:01:20.117000,20
1160,844,FP1,2,0 days 00:01:20.286000,24
1160,832,FP1,3,0 days 00:01:20.650000,25
1160,830,FP1,4,0 days 00:01:20.692000,22
1160,863,FP1,5,0 days 00:01:20.940000,25
1160,846,FP1,6,0 days 00:01:21.021000,28
1160,848,FP1,7,0 days 00:01:21.073000,25
1160,847,FP1,8,0 days 00:01:21.110000,20
1160,4,FP1,9,0 days 00:01:21.114000,20
1160,872,FP1,10,0 days 00:01:21.158000,25
1160,866,FP1,11,0 days 00:01:21.172000,24
1160,807,FP1,12,0 days 00:01:21.179000,26
1160,859,FP1,13,0 days 00:01:21.201000,27
